"","xvar","yvar","corr"
"319","LSTlarv","ONIpjuv",-0.198963040981574
"320","LSTlarv","PDOlarv",0.26002508886507
"321","LSTlarv","PDOpjuv",0.038931317658984
"322","LSTlarv","CutiSTI",0.365269065984264
"323","LSTlarv","CutiTUMI",-0.0749149484935235
"324","LSTlarv","BeutiTUMI",-0.212488728678171
"325","LSTlarv","BeutiSTI",0.381504201198017
"326","LSTpjuv","DDpre",0.123813038005827
"327","LSTpjuv","DDegg",-0.0434043227996142
"328","LSTpjuv","DDlarv",-0.0169952745562012
"329","LSTpjuv","DDpjuv",0.309634437463236
"330","LSTpjuv","DDben",0.360124090250951
"331","LSTpjuv","Tcop",0.476003539297305
"332","LSTpjuv","Tpart",0.0417949212386758
"333","LSTpjuv","MLDpart",-0.190749741498083
"334","LSTpjuv","MLDlarv",-0.231239528181801
"335","LSTpjuv","MLDpjuv",-0.476001230031641
"336","LSTpjuv","CSTlarv",-0.688301693596779
"337","LSTpjuv","CSTpjuv",-0.85823199640336
"338","LSTpjuv","LSTlarv",-0.0413943606388241
"339","LSTpjuv","LSTpjuv",1
"340","LSTpjuv","HCIlarv",0.00161495990027996
"341","LSTpjuv","HCIpjuv",-0.309760365483637
"342","LSTpjuv","ONIpre",0.107566887360963
"343","LSTpjuv","ONIlarv",0.109699294101451
"344","LSTpjuv","ONIpjuv",0.214862541280926
"345","LSTpjuv","PDOlarv",-0.136552916127184
"346","LSTpjuv","PDOpjuv",0.0164603661744146
"347","LSTpjuv","CutiSTI",-0.15571376320581
"348","LSTpjuv","CutiTUMI",0.0656407196247778
"349","LSTpjuv","BeutiTUMI",0.221364882132252
"350","LSTpjuv","BeutiSTI",-0.162231556526319
"351","HCIlarv","DDpre",-0.746949110265016
"352","HCIlarv","DDegg",-0.504510687238467
"353","HCIlarv","DDlarv",-0.946707637295322
"354","HCIlarv","DDpjuv",-0.773433602955148
"355","HCIlarv","DDben",-0.325905661781714
"356","HCIlarv","Tcop",-0.340049500067084
"357","HCIlarv","Tpart",-0.954776242869748
"358","HCIlarv","MLDpart",-0.427572443953738
"359","HCIlarv","MLDlarv",-0.291705396530728
"360","HCIlarv","MLDpjuv",-0.0944498197640799
"361","HCIlarv","CSTlarv",0.129022116973334
"362","HCIlarv","CSTpjuv",0.0043540638962379
"363","HCIlarv","LSTlarv",-0.257738743782598
"364","HCIlarv","LSTpjuv",0.00161495990027996
"365","HCIlarv","HCIlarv",1
"366","HCIlarv","HCIpjuv",0.646246990811085
"367","HCIlarv","ONIpre",-0.687895823609178
"368","HCIlarv","ONIlarv",-0.714805150319007
"369","HCIlarv","ONIpjuv",-0.351570905201035
"370","HCIlarv","PDOlarv",-0.90800428210302
"371","HCIlarv","PDOpjuv",-0.720036726613881
"372","HCIlarv","CutiSTI",-0.468737591952393
"373","HCIlarv","CutiTUMI",0.0659289229462124
"374","HCIlarv","BeutiTUMI",0.54722937399742
"375","HCIlarv","BeutiSTI",-0.399634528780672
"376","HCIpjuv","DDpre",-0.543795040943212
"377","HCIpjuv","DDegg",-0.340032519457942
"378","HCIpjuv","DDlarv",-0.569402018061545
"379","HCIpjuv","DDpjuv",-0.866314352969651
"380","HCIpjuv","DDben",-0.59325100159803
"381","HCIpjuv","Tcop",-0.696051545394713
"382","HCIpjuv","Tpart",-0.618617966583955
"383","HCIpjuv","MLDpart",-0.112827751229344
"384","HCIpjuv","MLDlarv",-0.00209604241787304
"385","HCIpjuv","MLDpjuv",0.354635737627982
"386","HCIpjuv","CSTlarv",0.195508148815818
"387","HCIpjuv","CSTpjuv",0.172579835783035
"388","HCIpjuv","LSTlarv",-0.0481760215755434
"389","HCIpjuv","LSTpjuv",-0.309760365483637
"390","HCIpjuv","HCIlarv",0.646246990811085
"391","HCIpjuv","HCIpjuv",1
"392","HCIpjuv","ONIpre",-0.476799737639535
"393","HCIpjuv","ONIlarv",-0.486526485219245
"394","HCIpjuv","ONIpjuv",-0.556875775561226
"395","HCIpjuv","PDOlarv",-0.561005772720874
"396","HCIpjuv","PDOpjuv",-0.72578534474376
"397","HCIpjuv","CutiSTI",-0.354124793633024
"398","HCIpjuv","CutiTUMI",0.150641980148266
"399","HCIpjuv","BeutiTUMI",0.618021221255518
"400","HCIpjuv","BeutiSTI",-0.265571131069519
"401","ONIpre","DDpre",0.614731827099757
"402","ONIpre","DDegg",0.389367623798719
"403","ONIpre","DDlarv",0.736929500241836
"404","ONIpre","DDpjuv",0.6050882644628
"405","ONIpre","DDben",0.259134143188219
"406","ONIpre","Tcop",0.230667435497981
"407","ONIpre","Tpart",0.715123106336895
"408","ONIpre","MLDpart",0.478748745449522
"409","ONIpre","MLDlarv",0.352343415844232
"410","ONIpre","MLDpjuv",-0.0622988770860279
"411","ONIpre","CSTlarv",-0.259202390771301
"412","ONIpre","CSTpjuv",-0.127025103077873
"413","ONIpre","LSTlarv",0.293885701327329
"414","ONIpre","LSTpjuv",0.107566887360963
"415","ONIpre","HCIlarv",-0.687895823609178
"416","ONIpre","HCIpjuv",-0.476799737639535
"417","ONIpre","ONIpre",1
"418","ONIpre","ONIlarv",0.975860416039675
"419","ONIpre","ONIpjuv",0.29268641281114
"420","ONIpre","PDOlarv",0.702171775375501
"421","ONIpre","PDOpjuv",0.537033154744345
"422","ONIpre","CutiSTI",0.125412808720624
"423","ONIpre","CutiTUMI",-0.0481505592848666
"424","ONIpre","BeutiTUMI",-0.340969128032685
"425","ONIpre","BeutiSTI",0.0713681039560417
"426","ONIlarv","DDpre",0.652679121129883
"427","ONIlarv","DDegg",0.413701528611518
"428","ONIlarv","DDlarv",0.762048868034812
"429","ONIlarv","DDpjuv",0.64848862529573
"430","ONIlarv","DDben",0.314504580748432
"431","ONIlarv","Tcop",0.260156442358864
"432","ONIlarv","Tpart",0.742179913214482
"433","ONIlarv","MLDpart",0.470548694048479
"434","ONIlarv","MLDlarv",0.336957372571113
"435","ONIlarv","MLDpjuv",-0.027501019308171
"436","ONIlarv","CSTlarv",-0.326061748395623
"437","ONIlarv","CSTpjuv",-0.132303581871032
"438","ONIlarv","LSTlarv",0.357856195355636
"439","ONIlarv","LSTpjuv",0.109699294101451
"440","ONIlarv","HCIlarv",-0.714805150319007
"441","ONIlarv","HCIpjuv",-0.486526485219245
"442","ONIlarv","ONIpre",0.975860416039675
"443","ONIlarv","ONIlarv",1
"444","ONIlarv","ONIpjuv",0.365051243821657
"445","ONIlarv","PDOlarv",0.714252835533561
"446","ONIlarv","PDOpjuv",0.550466049188566
"447","ONIlarv","CutiSTI",0.167278787868743
"448","ONIlarv","CutiTUMI",-0.0818233802550078
"449","ONIlarv","BeutiTUMI",-0.331752519211666
"450","ONIlarv","BeutiSTI",0.112781377850514
"451","ONIpjuv","DDpre",0.205885662811477
"452","ONIpjuv","DDegg",0.17019071549859
"453","ONIpjuv","DDlarv",0.285449599190005
"454","ONIpjuv","DDpjuv",0.475731204650285
"455","ONIpjuv","DDben",0.629307381404848
"456","ONIpjuv","Tcop",0.544330544725844
"457","ONIpjuv","Tpart",0.308369456008037
"458","ONIpjuv","MLDpart",-0.180914301380484
"459","ONIpjuv","MLDlarv",-0.279989091590148
"460","ONIpjuv","MLDpjuv",-0.250631315032117
"461","ONIpjuv","CSTlarv",-0.0603282566584929
"462","ONIpjuv","CSTpjuv",-0.185404164109968
"463","ONIpjuv","LSTlarv",-0.198963040981574
"464","ONIpjuv","LSTpjuv",0.214862541280926
"465","ONIpjuv","HCIlarv",-0.351570905201035
"466","ONIpjuv","HCIpjuv",-0.556875775561226
"467","ONIpjuv","ONIpre",0.29268641281114
"468","ONIpjuv","ONIlarv",0.365051243821657
"469","ONIpjuv","ONIpjuv",1
"470","ONIpjuv","PDOlarv",0.365739183813063
"471","ONIpjuv","PDOpjuv",0.643037511089817
"472","ONIpjuv","CutiSTI",0.183766949821597
"473","ONIpjuv","CutiTUMI",-0.0348952174743801
"474","ONIpjuv","BeutiTUMI",-0.20481976389997
"475","ONIpjuv","BeutiSTI",0.0764747791963221
"476","PDOlarv","DDpre",0.724362184701111
"477","PDOlarv","DDegg",0.537280798222322
"478","PDOlarv","DDlarv",0.904141867903986
"479","PDOlarv","DDpjuv",0.680807329570154
"480","PDOlarv","DDben",0.375287104203908
"481","PDOlarv","Tcop",0.278273886418929
"482","PDOlarv","Tpart",0.899061070276382
"483","PDOlarv","MLDpart",0.536244441386494
"484","PDOlarv","MLDlarv",0.422871275854195
"485","PDOlarv","MLDpjuv",0.149901163261703
"486","PDOlarv","CSTlarv",0.0435403834624127
"487","PDOlarv","CSTpjuv",0.0508220861805331
"488","PDOlarv","LSTlarv",0.26002508886507
"489","PDOlarv","LSTpjuv",-0.136552916127184
"490","PDOlarv","HCIlarv",-0.90800428210302
"491","PDOlarv","HCIpjuv",-0.561005772720874
"492","PDOlarv","ONIpre",0.702171775375501
"493","PDOlarv","ONIlarv",0.714252835533561
"494","PDOlarv","ONIpjuv",0.365739183813063
"495","PDOlarv","PDOlarv",1
"496","PDOlarv","PDOpjuv",0.73631954188872
"497","PDOlarv","CutiSTI",0.48135847762438
"498","PDOlarv","CutiTUMI",0.0107815595260755
"499","PDOlarv","BeutiTUMI",-0.53892061527495
"500","PDOlarv","BeutiSTI",0.414548274606226
"501","PDOpjuv","DDpre",0.424840920610403
"502","PDOpjuv","DDegg",0.24046351482148
"503","PDOpjuv","DDlarv",0.651590358572734
"504","PDOpjuv","DDpjuv",0.726409147040757
"505","PDOpjuv","DDben",0.577522967569396
"506","PDOpjuv","Tcop",0.515579605993412
"507","PDOpjuv","Tpart",0.655131681622728
"508","PDOpjuv","MLDpart",0.101473326681362
"509","PDOpjuv","MLDlarv",-0.0278546381407484
"510","PDOpjuv","MLDpjuv",-0.0774369881591652
"511","PDOpjuv","CSTlarv",0.102260885313117
"512","PDOpjuv","CSTpjuv",0.0542124169213964
"513","PDOpjuv","LSTlarv",0.038931317658984
"514","PDOpjuv","LSTpjuv",0.0164603661744146
"515","PDOpjuv","HCIlarv",-0.720036726613881
"516","PDOpjuv","HCIpjuv",-0.72578534474376
"517","PDOpjuv","ONIpre",0.537033154744345
"518","PDOpjuv","ONIlarv",0.550466049188566
"519","PDOpjuv","ONIpjuv",0.643037511089817
"520","PDOpjuv","PDOlarv",0.73631954188872
"521","PDOpjuv","PDOpjuv",1
"522","PDOpjuv","CutiSTI",0.525009657935207
"523","PDOpjuv","CutiTUMI",-0.201829797175373
"524","PDOpjuv","BeutiTUMI",-0.625952892712043
"525","PDOpjuv","BeutiSTI",0.414615541566141
"526","CutiSTI","DDpre",0.226239276433523
"527","CutiSTI","DDegg",0.126458212589915
"528","CutiSTI","DDlarv",0.3899293095457
"529","CutiSTI","DDpjuv",0.4588190961951
"530","CutiSTI","DDben",0.236842939035374
"531","CutiSTI","Tcop",0.0971440482127168
"532","CutiSTI","Tpart",0.409281699601285
"533","CutiSTI","MLDpart",0.117460210443574
"534","CutiSTI","MLDlarv",0.119862963499733
"535","CutiSTI","MLDpjuv",0.396920299717226
"536","CutiSTI","CSTlarv",0.14610534083398
"537","CutiSTI","CSTpjuv",0.138578064050073
"538","CutiSTI","LSTlarv",0.365269065984264
"539","CutiSTI","LSTpjuv",-0.15571376320581
"540","CutiSTI","HCIlarv",-0.468737591952393
"541","CutiSTI","HCIpjuv",-0.354124793633024
"542","CutiSTI","ONIpre",0.125412808720624
"543","CutiSTI","ONIlarv",0.167278787868743
"544","CutiSTI","ONIpjuv",0.183766949821597
"545","CutiSTI","PDOlarv",0.48135847762438
"546","CutiSTI","PDOpjuv",0.525009657935207
"547","CutiSTI","CutiSTI",1
"548","CutiSTI","CutiTUMI",-0.216131303832816
"549","CutiSTI","BeutiTUMI",-0.547945962673202
"550","CutiSTI","BeutiSTI",0.93723243017994
"551","CutiTUMI","DDpre",0.0580203424501789
"552","CutiTUMI","DDegg",0.12783227596769
"553","CutiTUMI","DDlarv",-0.0574671066245579
"554","CutiTUMI","DDpjuv",-0.201134804602958
"555","CutiTUMI","DDben",-0.324168603376636
"556","CutiTUMI","Tcop",-0.454078708707888
"557","CutiTUMI","Tpart",0.0227373416709741
"558","CutiTUMI","MLDpart",0.0643154469787174
"559","CutiTUMI","MLDlarv",0.012324672875353
"560","CutiTUMI","MLDpjuv",0.103096337397871
"561","CutiTUMI","CSTlarv",-0.18634527870663
"562","CutiTUMI","CSTpjuv",-0.290524860906725
"563","CutiTUMI","LSTlarv",-0.0749149484935235
"564","CutiTUMI","LSTpjuv",0.0656407196247778
"565","CutiTUMI","HCIlarv",0.0659289229462124
"566","CutiTUMI","HCIpjuv",0.150641980148266
"567","CutiTUMI","ONIpre",-0.0481505592848666
"568","CutiTUMI","ONIlarv",-0.0818233802550078
"569","CutiTUMI","ONIpjuv",-0.0348952174743801
"570","CutiTUMI","PDOlarv",0.0107815595260755
"571","CutiTUMI","PDOpjuv",-0.201829797175373
"572","CutiTUMI","CutiSTI",-0.216131303832816
"573","CutiTUMI","CutiTUMI",1
"574","CutiTUMI","BeutiTUMI",0.462386221330995
"575","CutiTUMI","BeutiSTI",-0.156851294086356
"576","BeutiTUMI","DDpre",-0.220563718872761
"577","BeutiTUMI","DDegg",-0.0359296176767864
"578","BeutiTUMI","DDlarv",-0.47069722845083
"579","BeutiTUMI","DDpjuv",-0.611001144012786
"580","BeutiTUMI","DDben",-0.22592985489974
"581","BeutiTUMI","Tcop",-0.340858868548576
"582","BeutiTUMI","Tpart",-0.463493952199022
"583","BeutiTUMI","MLDpart",-0.280122671390451
"584","BeutiTUMI","MLDlarv",-0.223401697838096
"585","BeutiTUMI","MLDpjuv",-0.0217246162685196
"586","BeutiTUMI","CSTlarv",-0.29340350627604
"587","BeutiTUMI","CSTpjuv",-0.452842675783862
"588","BeutiTUMI","LSTlarv",-0.212488728678171
"589","BeutiTUMI","LSTpjuv",0.221364882132252
"590","BeutiTUMI","HCIlarv",0.54722937399742
"591","BeutiTUMI","HCIpjuv",0.618021221255518
"592","BeutiTUMI","ONIpre",-0.340969128032685
"593","BeutiTUMI","ONIlarv",-0.331752519211666
"594","BeutiTUMI","ONIpjuv",-0.20481976389997
"595","BeutiTUMI","PDOlarv",-0.53892061527495
"596","BeutiTUMI","PDOpjuv",-0.625952892712043
"597","BeutiTUMI","CutiSTI",-0.547945962673202
"598","BeutiTUMI","CutiTUMI",0.462386221330995
"599","BeutiTUMI","BeutiTUMI",1
"600","BeutiTUMI","BeutiSTI",-0.425697123667435
"601","BeutiSTI","DDpre",0.201413385128733
"602","BeutiSTI","DDegg",0.147693874199526
"603","BeutiSTI","DDlarv",0.30944665798199
"604","BeutiSTI","DDpjuv",0.346438448419543
"605","BeutiSTI","DDben",0.170746667528862
"606","BeutiSTI","Tcop",0.00747095993793224
"607","BeutiSTI","Tpart",0.355734796555805
"608","BeutiSTI","MLDpart",0.171059277253794
"609","BeutiSTI","MLDlarv",0.172321680214457
"610","BeutiSTI","MLDpjuv",0.338646887029832
"611","BeutiSTI","CSTlarv",0.10445161287949
"612","BeutiSTI","CSTpjuv",0.0828249207841948
"613","BeutiSTI","LSTlarv",0.381504201198017
"614","BeutiSTI","LSTpjuv",-0.162231556526319
"615","BeutiSTI","HCIlarv",-0.399634528780672
"616","BeutiSTI","HCIpjuv",-0.265571131069519
"617","BeutiSTI","ONIpre",0.0713681039560417
"618","BeutiSTI","ONIlarv",0.112781377850514
"619","BeutiSTI","ONIpjuv",0.0764747791963221
"620","BeutiSTI","PDOlarv",0.414548274606226
"621","BeutiSTI","PDOpjuv",0.414615541566141
"622","BeutiSTI","CutiSTI",0.93723243017994
"623","BeutiSTI","CutiTUMI",-0.156851294086356
"624","BeutiSTI","BeutiTUMI",-0.425697123667435
"625","BeutiSTI","BeutiSTI",1
