"","year","DDpre","DDegg","DDlarv","DDpjuv","DDben","Tcop","Tpart","MLDpart","MLDlarv","MLDpjuv","CSTlarv","CSTpjuv","LSTlarv","LSTpjuv","HCIlarv","HCIpjuv","ONIpre","ONIlarv","ONIpjuv","PDOlarv","PDOpjuv","CutiSTI","CutiTUMI","BeutiTUMI","BeutiSTI","Datatreatment","Y_rec","sd","type","fit","se.fit","residuals","uprP","lwrP","uprCI","lwrCI","se.p"
"1",1994,-0.311448442813526,-0.797763815706551,0.0975904590158564,0.451844934062051,-0.154727017903449,-0.355747859018007,0.0126262106421112,-0.35287715504911,0.0931707808999025,-0.448708750845329,0.21439316184618,0.682775046453496,0.267108375297898,-0.729629553967618,-0.652379297049152,-0.889529347354604,0.190898471191236,0.214124987042147,0.752685980986134,0.425252913321666,0.205944045870093,0.332578653322285,-0.725484662017261,-1.36813736729167,0.30715632046581,"Expanded PacFIN",0.109818,0.281596,"Main_RecrDev",-0.174461284176166,0.142027592875607,0.284279284176166,0.253477309295383,-0.602399877647715,0.109593901575048,-0.45851646992738,0.218336017077321
"2",1995,0.22637653199497,-0.886624450523056,1.02524748259615,0.468722910525234,0.344101616150623,0.885326564273665,0.708134833202751,0.231768803709118,-0.0645196635250908,-0.166647170149296,0.157999875037582,1.26092110445154,0.763289708037904,-0.792771811046813,-0.941793651394858,-0.483120845300919,0.819247671036998,0.814864534021504,-0.125178709854662,0.638037691990437,1.23375172639821,0.0544827341623443,-1.12520222122395,-1.23432210904879,0.11789440284888,"Expanded PacFIN",0.229606,0.248519,"Main_RecrDev",0.14111704157302,0.141596601516529,0.0884889584269794,0.567757029384444,-0.285522946238403,0.424310244606078,-0.142076161460037,0.217673463169094
"3",1996,0.669759909019416,0.160097428298941,0.801124111040193,0.203337436616756,-0.834263057145908,0.164228074827902,1.02116495837887,0.268524184843776,-0.0243583893814468,1.00034392270922,1.11900250499891,0.991165817978833,-0.520193339220747,-0.757183050685706,-1.22618925971145,-0.26025166675535,-0.766586023811829,-0.725645789420609,-0.575176576588179,0.987612685517703,1.0615040303981,1.27382637970978,-0.305035595927089,-1.30352804937816,1.25346590855046,"Expanded PacFIN",-0.455673,0.341581,"Main_RecrDev",-0.606494789957088,0.188977084141139,0.150821789957088,-0.0370942534251252,-1.17589532648905,-0.22854062167481,-0.984448958239367,0.29051047782243
"4",1997,-0.637298278441025,-0.858897919042892,-0.303620683664147,1.41537780651028,3.01527359132572,-0.661428894717444,-0.385691153096489,-0.612337561524913,-0.801210883472893,-0.937556470346528,1.12939609768629,0.407725119468661,-1.64901456220221,0.453053497837026,0.0218055861954708,-1.35140302958931,-0.342899134772973,-0.202229154428694,2.13218763802167,0.592440953704272,1.93220666951953,0.546498591137624,-2.46473969575976,-1.77303059341114,0.231451553419038,"Expanded PacFIN",-0.0616967,0.276383,"Main_RecrDev",-0.117841402461322,0.227000438449312,0.056144702461323,0.56612603218009,-0.801808837102734,0.336159474437302,-0.571842279359947,0.348962976857863
"5",1998,3.10421827430892,2.25441356246375,2.38059164753133,1.85992279458988,0.272660610371868,2.93007118743363,2.23829809209309,4.13757638494104,3.84524028201711,0.246260890193115,-0.428107414856108,0.0288236119194591,1.72296541422463,0.259735359088481,-1.52062236008627,-1.14063534490142,2.24350585735406,2.07582279104748,-0.20632586615087,2.00593984057539,0.236229355056925,-0.384053138359101,-0.161199746225162,-1.17854864245201,-0.399421505304063,"Expanded PacFIN",0.376308,0.23449,"Main_RecrDev",0.342396957673819,0.220605985475386,0.0339110423261808,1.0070974797648,-0.322303564417166,0.783608928624591,-0.0988150132769531,0.339132919434176
"6",1999,0.0662474607681921,0.310216394117453,-0.84680326184959,-1.07395400137414,-0.475407559164465,0.474081797164781,-0.999793365608222,1.12902663098571,2.43346763912936,1.12786940555171,0.940853859162319,0.892923162433707,1.46747418454874,-1.30571052659291,1.41534406694676,1.37950075096001,-1.3350924427199,-1.33828116901342,-1.92517017678873,-0.57280902471995,-1.16068053118571,0.118658715506946,0.408576625825263,0.222906113245479,0.193599169895652,"Expanded PacFIN",0.394028,0.242449,"Main_RecrDev",0.365056727415578,0.214883146222567,0.0289712725844217,1.01251395381359,-0.282400498982434,0.794823019860711,-0.0647095650295555,0.330335319590822
"7",2000,-0.323145415633298,-0.0797357375121513,0.101099298536446,-0.179986278213555,-0.903815364724054,-0.625936049424468,-0.160109138324601,-0.606342431000204,-0.117156098052743,-0.922279977840304,0.244800200322371,1.11148012889533,0.183831137405285,-0.800614843027952,0.21251793530189,0.222799629730295,-1.37698238937628,-1.40370824838741,-1.17640323460099,-0.501880765163693,-0.454654260767685,-0.865372998443615,-0.286747535176897,-0.763658564614758,-0.967207258154854,"Expanded PacFIN",0.700522,0.177645,"Main_RecrDev",0.276474982034922,0.125852761431395,0.424047017965078,0.655677731451591,-0.102727767381747,0.528180504897711,0.0247694591721325,0.193470790518709
"8",2001,-0.719684685720378,-0.940130047188225,-0.483948611462458,-0.890641188787119,-0.669142096617484,-0.593223410147777,-0.547369012941111,-0.299705575736987,-0.503120137828061,0.328399707028876,-0.300261183302435,0.401016164409184,-0.677678698369402,-0.614365944556991,0.525353104450139,1.31294253474279,-0.597829381567539,-0.49962496976501,-0.328046600595182,0.31886052398728,-0.672329920548041,-1.41086883987273,1.15516277529387,0.853548904867292,-1.61069777805242,"Expanded PacFIN",-0.0805439,0.262083,"Main_RecrDev",0.0298917700461213,0.149888471819591,-0.110435670046121,0.481515715149906,-0.421732175057663,0.329668713685303,-0.269885173593061,0.230420380154992
"9",2002,-0.84680332870374,-0.432679612988721,-1.08974067971842,-1.52122296662496,-0.611314895527593,-0.746664990985954,-1.00788456191384,-0.46199658317418,-0.812154008344328,0.240283130132509,0.170587275303729,0.529958458270707,-0.983080266272104,-1.31956878322504,1.2313233792125,1.28268880009859,-0.12028398968476,0.142749991361431,1.09202863458846,-0.562676416211914,-0.22940727369062,-1.12207692382202,1.68347613357732,1.4122767589624,-0.87888502993362,"Expanded PacFIN",-0.639367,0.303338,"Main_RecrDev",-0.725785522799574,0.231383377617938,0.0864185227995738,-0.0286120006288491,-1.4229590449703,-0.263018767563699,-1.18855227803545,0.355700776617717
"10",2003,-0.225606700710834,0.318525279190508,0.834702020981819,0.0942571977069811,-0.277007250531732,-2.145882801146,0.934125565879327,-0.058612800549692,0.0299195166598071,-0.263398270362956,0.667464498425495,-0.0328793420909318,-0.752283007216916,-0.272845561732793,-1.32823709563681,-0.363114364545613,1.03228797117518,0.672114542660072,-0.0514085677671999,1.60570180450794,0.6829376655627,0.642762563154527,0.577854543512996,-0.876958850216519,0.811854767444291,"Expanded PacFIN",-0.216303,0.234503,"Main_RecrDev",-0.211949355571399,0.135120553589457,-0.00435364442860048,0.195177868663212,-0.619076579806011,0.0582917516075144,-0.482190462750313,0.207717971548271
"11",2004,-0.201582924714922,-0.243286680275202,-0.0235506719269793,0.362994369784319,-0.236812995996205,-0.330587834839088,-0.0146125021427995,0.15928405052518,-0.315445534937307,-1.17755235742088,1.02872038592003,0.439018597034585,-1.11834269134691,-0.453089122602105,-0.470031524657926,-1.33224233098132,0.338111712297957,0.392562476243936,0.649407782063688,0.28846269846317,0.357370591804254,-0.769109026426711,0.959561133799043,-0.847217079261199,-0.714858034665614,"Expanded PacFIN",-0.101498,0.213368,"Main_RecrDev",-0.155269798076687,0.138481119342319,0.0537717980766869,0.261983034516352,-0.572522630669726,0.121692440607952,-0.432232036761326,0.212884098261755
"12",2005,0.178496800756209,-0.724376091156067,0.8715303848612,1.46287204865994,-0.463183694132249,0.458966761963985,0.635128301045683,-0.467750297447589,-0.697579481649825,1.85449901968441,-0.54202159457915,0.353852355132457,0.465158700122879,0.031785042327224,-0.876549953016346,-0.785658191742869,0.703152676017876,0.684010375273525,0.243672000582647,0.632971387736419,0.694294656507762,1.46635432374359,0.631383646948476,-0.948166921544491,0.294538859291348,"Expanded PacFIN",-0.771606,0.314907,"Main_RecrDev",-0.53942847191431,0.196129603138325,-0.232177528085689,0.0515230805678787,-1.1303800243965,-0.147169265637659,-0.931687678190961,0.301505894123566
"13",2006,-0.00617852865212536,-0.108364550857763,-0.102208632376676,-0.0616890416109684,-0.698000594705957,-0.682998751336887,0.299325230249229,0.809132084184066,0.658602083123421,0.640350071748665,0.167610249571522,-0.261469573952262,0.194246414792198,0.24003523569303,0.0167868401663544,0.15724987133454,-0.45779727417334,-0.725645789420609,-0.0403430464540807,0.303661611225225,0.404691387408679,0.24701067819615,3.13863647153376,0.297668265774381,0.559505543955051,"Expanded PacFIN",0.450327,0.144747,"Main_RecrDev",0.131896706826642,0.154136143662024,0.318430293173358,0.59631916999988,-0.332525756346597,0.44016899415069,-0.176375580497407,0.236950236312877
"14",2007,-0.770986487152833,-0.432880667866769,-0.554526384165323,-0.40107565782846,-1.3366993256181,-1.08375998741102,-0.732372039694885,-0.325054115960709,-0.300234585843048,-0.440295608865144,0.883493346357345,0.757666240782998,-0.225742001123168,-0.887514795864691,0.856590342371814,0.464829506883855,0.565514279861185,0.130854158747979,-0.925584751503623,-0.319493812019033,0.522046960507654,0.514410600465323,-0.684122408915586,-0.303868541093048,0.660445233350747,"Expanded PacFIN",-0.46629,0.300946,"Main_RecrDev",0.104482806587307,0.111608373668438,-0.570772806587307,0.440766267288847,-0.231800654114233,0.327699553924183,-0.118733940749569,0.171573194235479
"15",2008,-1.29984055975537,-1.11482198063394,-1.38392983783991,-2.04512148437495,-0.913524624045463,-0.806388149870976,-1.78373995905585,-0.427655346519353,-0.318071883365159,0.362495053903106,1.5679645391417,0.0574560915039501,-1.77273929059132,-0.407771109217989,1.4170169822898,2.08945505727712,-1.31115533034482,-1.59998948650938,-1.11738712093102,-0.962914452279364,-1.02818230349332,-1.34669285852813,0.573169172576997,2.02903492495998,-1.53499301100565,"Expanded PacFIN",0.857568,0.1224,"Main_RecrDev",0.547387453767392,0.182636201228598,0.310180546232609,1.09768248791055,-0.00290758037576899,0.912659856224587,0.182115051310196,0.280762772522021
"16",2009,-1.25647363757188,-0.775032121277367,-1.06190760601661,-1.36404682357384,-0.263427366952324,-0.789835396479598,-1.44545295139837,-0.933881774665699,-0.179422481097221,0.0104715741088629,0.549719397672211,0.531809453655187,0.137137974162291,-0.14461559509493,1.4170169822898,1.1657076928077,-0.52003376634854,-0.761333287260967,0.376458256340079,-1.51514161596736,-0.433833110701738,-1.7103567528142,-0.273598268356511,0.900932755949028,-1.96398669093736,"Expanded PacFIN",-0.652778,0.299974,"Main_RecrDev",-0.224784768204163,0.184646875081776,-0.427993231795836,0.331568560128443,-0.78113809653677,0.14450898195939,-0.594078518367716,0.283853738945207
"17",2010,-0.0697124835702984,-0.390339782559066,0.960726296253285,-0.558237369359517,-0.362422823941567,-0.243498976504579,0.56410430489883,0.822510480627935,0.885562506400502,2.30615179312386,0.378369220030572,0.79871043209897,0.931170346862406,-0.943097821404058,-1.01874775717464,1.87566199912481,1.14957982181306,1.29664575486633,-1.05099399305231,0.719098560054731,-0.197229132679611,0.289794665759217,-0.983507535659443,-0.0565594990507833,0.395478548687044,"Expanded PacFIN",0.58914,0.142581,"Main_RecrDev",0.220729967274004,0.119996192236755,0.368410032725995,0.582286483779312,-0.140826549231303,0.460722351747514,-0.0192624171995052,0.184467610461892
"18",2011,-0.74229517982315,-0.0774975555016109,-0.841748155549071,-1.11037884674361,-0.715763122376095,-0.8488378226937,-0.821721596202407,0.00242487331994053,0.34048542268865,0.21526510994794,0.981932734361629,0.614363141910254,0.359778514422806,-0.915380407815347,0.936890278837675,0.939813140797714,-1.43562831469522,-1.18958326134526,-1.02886295042607,-0.988245973549455,-0.994111330658133,0.129354712397713,-1.12497550972705,0.184664157578129,0.206216631070114,"Expanded PacFIN",-0.315848,0.273525,"Main_RecrDev",0.197883844717016,0.117549303446881,-0.513731844717016,0.55206772238561,-0.156300032951578,0.432982451610779,-0.0372147621767467,0.180706060034997
"19",2012,-1.16685466764215,-1.05224686092678,-1.43864639592234,-0.824718283387046,-0.423317249137001,-0.230933687355313,-1.36791129451836,-0.501427643597611,-0.231292897868588,0.148845580851131,-0.00243772400355601,0.189479440606907,0.464431285657407,-0.0524567066728696,1.4170169822898,0.982168369299588,-0.821641382274505,-0.70780204050043,-0.0329660322453345,-1.08957205862982,-1.03386079896585,1.0064264574406,-0.52146950497069,0.152774139418736,1.240848447376,"Expanded PacFIN",0.17152,0.213521,"Main_RecrDev",-0.0292562422795274,0.142095728608027,0.200776242279527,0.398887648690251,-0.457400133249306,0.254935214936526,-0.313447699495581,0.218440760698867
"20",2013,-0.732266774766334,0.634057570337651,-1.21034159443311,-1.00827965812571,-0.525526501070033,-1.32380265083915,-1.11491252710495,-0.708078595782279,-0.642863853011278,-0.00236952019853684,0.965160546545331,0.302773481073004,-1.96597882847851,0.152167921393952,1.21292131043907,0.0685055830449013,0.0329135295157304,-0.38661455993721,-0.648946718675641,-0.91225140973918,-0.592830983932607,-1.50713281188964,0.0602721960829583,0.0236739711893262,-1.72425492862257,"Expanded PacFIN",0.0159062,0.256361,"Main_RecrDev",-0.0164839978816798,0.20295819380386,0.0323901978816804,0.595042552920458,-0.628010548683817,0.389432389726041,-0.4224003854894,0.312003342245989
"21",2014,-0.75915028070766,-1.58405060459575,-0.3790455706727,-0.0702406170927992,2.41125134510965,0.639300057903092,-0.651211140502596,-1.35382258021882,-0.709069765119586,-0.48346829870825,0.278203015609949,-1.02684290910217,0.907277576620165,0.542528130832119,0.358061570146263,-0.936926864963843,-0.284253209454035,-0.362822894710305,0.206786929538917,0.0959431368104728,0.637509701782452,0.792506519625265,-0.085881148920649,-0.731494093156318,0.559505543955051,"Expanded PacFIN",0.204692,0.234496,"Main_RecrDev",0.259951588935889,0.201534409190364,-0.0552595889358895,0.867188181902582,-0.347285004030803,0.663020407316617,-0.143117229444838,0.309814588248312
"22",2015,2.11123618585477,2.50045742537499,1.99948506036002,0.609264640953087,1.64996225085156,1.18359195634304,1.77405304296765,-0.640844612251923,-0.302423215954973,-0.351957634352424,0.441844095724157,-0.701658559249198,-0.616551882377215,0.0630723249962946,-1.52062236008627,-0.787675107385815,0.486521809023433,0.666166626353346,2.29448195061409,1.58543658749187,1.18832376261796,0.525106597356091,0.446916058968228,0.430215899413778,0.0169547134531833,"Expanded PacFIN",-0.202492,0.29169,"Main_RecrDev",-0.23561964308304,0.255313948973114,0.0331276430830393,0.533658283868197,-1.00489757003428,0.275008254863187,-0.746247541029267,0.392488738240427
"23",2016,1.88707690779404,1.36857210034232,1.85101279362475,0.862136177887185,1.42881396546837,1.56084824977012,1.63795692277426,0.75895807077834,1.10573820159067,-0.669885775412049,-0.0593877736247256,-0.263174027107112,0.838186485684286,-0.758427943357567,-1.51727652940019,-0.981299009108662,2.36319141922944,2.2839998617829,0.144082308764574,2.02620505759147,1.23943022187074,-0.0631732316360924,0.264891917121269,0.0605634021572074,-0.0208976700702027,"Expanded PacFIN",-0.151917,0.274271,"Main_RecrDev",-0.206453069553762,0.142246714443219,0.0545360695537614,0.222145751790023,-0.635051890897547,0.0780403593326754,-0.490946498440199,0.218672868032544
"24",2017,1.07897220698677,2.06261670998188,0.505133071638052,0.820748019865496,0.515245510810352,0.325928678555329,0.426875542634699,0.240781617409781,0.198224786515878,2.33648338865959,-0.0784953980500826,0.94031663698365,1.12087518469017,-0.787329630524489,-0.476723186030081,-0.527492989445739,-0.421891605610726,0.00594791630672632,0.321130649774482,0.622838779228382,0.552332269694486,1.0385144481129,0.132668734094052,0.21086566182304,1.27870083089939,"Expanded PacFIN",-0.597236,0.314206,"Main_RecrDev",-0.677009563509078,0.21329347574066,0.0797735635090769,-0.0343421201126436,-1.31967700690551,-0.250422612027759,-1.1035965149904,0.327891552753283
"25",2018,0.353761481124857,0.384491061323633,-0.0675315387483172,0.365391617427392,0.342809949131525,0.276294477620516,0.147203931440773,-0.343683280770076,-0.463068299685449,0.271278918517318,0.359445603448156,0.80880708889367,-1.62779653585475,-0.856670324152244,-0.324487889813553,-0.715066144239747,-0.587057680998754,-0.850552031861861,-0.139932738272154,-0.197902509922592,-0.04580258674545,-0.0310852409637916,0.0068942336454122,0.209947523922447,0.105276941674418,"Expanded PacFIN",-0.761237,0.325427,"Main_RecrDev",-0.180196555730774,0.128272156281198,-0.581040444269226,0.206295991450644,-0.566689102912193,0.0763477568316223,-0.436740868293171,0.19719007509256
"26",2019,0.538518405918027,0.297620916307128,0.38172154078911,1.42350617679888,0.399011992742256,0.298943388906786,0.673625046680428,0.0648707985655041,0.170648108757275,-1.02368045241641,-1.82874475643104,-1.80762121475766,0.908477457480374,1.7452288314714,-0.525237730978206,-0.650524843665465,0.698365253542861,0.921927027542577,0.774817023612373,-0.0256481652859678,0.542868110573601,-0.148741206762228,0.269955140552107,0.583027739185571,-0.121837359465899,"Expanded PacFIN",-0.533968,0.350184,"Late_RecrDev",-0.42525378165314,0.302393444888536,-0.108714218346859,0.485877801024285,-1.33638536433057,0.179533108123932,-1.03004067143021,0.464863052386441
"27",2020,0.545312175024607,-0.475606810416878,-0.332420981310662,0.522656647216693,0.102800690928756,1.63053861641974,-0.26475933427308,-0.854476469507557,-1.04929154301793,-1.25327061896332,-1.98881914775532,-0.68800334131708,-0.377744111632367,1.50194902879296,0.458436490728589,-0.409503424333378,0.451812996079571,0.59479163067263,-0.420259278204509,-1.02371010332758,-0.528474701910588,-1.5178288087804,-0.196919402070578,0.658656697020704,-1.73687238979704,"Expanded PacFIN",-0.336705,0.41188,"Late_RecrDev",-0.188816517372682,0.313158587643965,NA,0.475389391037965,-0.85302242578333,0.42497431440949,-0.802607349154854,0.313158587643965
"28",2021,-0.0765646790502792,-0.319454503694808,-0.770902956896847,-0.778195551137381,0.339433104264165,0.468207987837671,-0.737366823734167,-1.10067918959726,-0.991402407353201,-1.19548562946305,-1.86112862571264,-2.48152279568209,-0.510605501247193,1.86472654291703,0.737813353016062,0.429533483132294,-0.950901789099919,-0.98140619060984,-0.877634159146773,-1.02371010332758,-1.08307442639445,-0.84398100466208,0.743505077250278,2.28515809701635,-0.109219898291437,"Expanded PacFIN",-0.110646,0.478918,"Late_RecrDev",0.0976731627313761,0.368333744206995,NA,0.878904969305519,-0.683558643842767,0.819607301377086,-0.624260975914334,0.368333744206995
"29",2022,0.0388219321669238,0.701325912005805,-0.793369821730627,-0.236805072243736,-0.888932493009813,0.0354611229031783,-0.74233377818849,-0.817864473831705,-1.32641705069477,-1.42626676053323,-1.98234665985996,-1.71832836256703,-0.704366216969091,1.73901242147308,NA,NA,-0.819247671036998,-1.07062493521073,-1.69279422921323,-1.43408074790307,-1.5979246825706,2.06533014962654,-1.28301861323491,0.441144711934175,2.12407072958834,NA,NA,NA,NA,-0.781472304778024,0.572155542166692,NA,0.432063285914687,-1.99500789547074,0.339952557868693,-1.90289716742474,0.572155542166692
"30",2023,-0.633975648616009,-0.894399391402254,-1.17386081495445,-0.139181916573834,1.25934908841611,-0.416547709683984,-0.79927981667996,0.988090910238106,-0.289785457846026,0.142058571804636,-1.90279372970609,-1.93593292959579,0.564669457545696,2.23672044725666,NA,NA,-0.76060174571806,-0.27360415010941,1.41292875266892,-1.51007531171335,-1.67931645101021,-0.148741206762228,0.347717183989911,1.0641304233407,-0.121837359465899,NA,NA,NA,NA,-0.395648920673764,0.435400480365707,NA,0.527830693152211,-1.31912853449974,0.457736020843021,-1.24903386219055,0.435400480365707
"31",2024,1.24482236499449,1.19041984486583,0.816012919233222,-0.603070841903178,-0.621264516688084,1.1030898306112,1.19135920866766,1.09829770524952,0.166909495645732,-1.45352166176718,-0.9625686004962,-1.70432550633594,0.852745146872987,1.47961045087997,NA,NA,1.72287366319614,1.63567698434973,1.02563550670974,-0.633604675768171,-1.67489984342047,-0.918852982897449,-0.208154216250448,0.71247541741485,0.0295721746276461,NA,NA,NA,NA,-0.49198206509619,0.267511689058394,NA,0.0754072751683893,-1.05937140536077,0.0323408454582609,-1.01630497565064,0.267511689058394
